dataTime,麥寮PT-85126,麥寮PT-85136,麥出PT-851126,彰入PT-M621,彰出PT-M622,大安溪PT-A451,中港溪PT-A441,鳳山溪PT-A461,桃入PT-A421,桃出PT-A422,桃機入PT-C2401,麥出FQ-85136,麥出FQ-85126,彰入FQ-M421,桃入FQ-A421,桃出FQ-A422,前段工況,後段工況
2021-06-24 10:10:14,38.3828125,37.92578125,35.703125,26.987499237060547,26.725000381469727,BsonNull,BsonNull,BsonNull,1.8250000476837158,8.6875,4.119999885559082,-0.00390625,242.0234375,243.14999389648438,243.12860107421875,248.58000183105469,2,2
2021-06-24 10:10:15,38.3828125,37.92578125,35.703125,26.987499237060547,26.725000381469727,BsonNull,BsonNull,BsonNull,1.8125,8.6875,4.119999885559082,-0.00390625,242.0234375,243.30000305175781,243.21885681152344,248.66999816894531,2,2
2021-06-24 10:10:16,38.3828125,37.92578125,35.703125,26.987499237060547,26.725000381469727,BsonNull,BsonNull,BsonNull,1.8125,8.6875,4.119999885559082,-0.00390625,242.0234375,243.30000305175781,243.21885681152344,248.66999816894531,2,2
2021-06-24 10:10:17,38.3828125,37.92578125,35.703125,26.987499237060547,26.725000381469727,BsonNull,BsonNull,BsonNull,1.8125,8.6875,4.119999885559082,-0.00390625,242.0234375,243.30000305175781,243.21885681152344,248.66999816894531,2,2
2021-06-24 10:10:18,38.3828125,37.92578125,35.703125,26.987499237060547,26.725000381469727,BsonNull,BsonNull,BsonNull,1.8125,8.6750001907348633,4.1100001335144043,-0.00390625,242.0234375,243.30000305175781,243.21885681152344,248.30999755859375,2,2
2021-06-24 10:10:19,38.3828125,37.92578125,35.703125,26.987499237060547,26.725000381469727,BsonNull,BsonNull,BsonNull,1.8125,8.6750001907348633,4.1100001335144043,-0.00390625,242.0234375,243.30000305175781,243.21885681152344,248.30999755859375,2,2
2021-06-24 10:10:20,38.3828125,37.92578125,35.703125,26.987499237060547,26.725000381469727,BsonNull,BsonNull,BsonNull,1.8125,8.6750001907348633,4.119999885559082,-0.00390625,242.0234375,243.30000305175781,243.21885681152344,248.49000549316406,2,2
2021-06-24 10:10:21,38.3828125,37.92578125,35.703125,26.987499237060547,26.725000381469727,BsonNull,BsonNull,BsonNull,1.8125,8.6750001907348633,4.119999885559082,-0.00390625,242.0234375,243.30000305175781,243.21885681152344,248.49000549316406,2,2
2021-06-24 10:10:22,38.3828125,37.92578125,35.703125,27,26.737499237060547,BsonNull,BsonNull,BsonNull,1.8250000476837158,8.7124996185302734,4.119999885559082,-0.00390625,242.0234375,243.30000305175781,243.03836059570313,249.66000366210938,2,2
2021-06-24 10:10:23,38.3828125,37.92578125,35.703125,26.987499237060547,26.725000381469727,BsonNull,BsonNull,BsonNull,1.8250000476837158,8.6875,4.119999885559082,-0.00390625,242.0234375,243.44999694824219,243.03836059570313,249.21000671386719,2,2
